staffid,pracid,jobcatid
4136,13,1
4137,13,1
4138,13,1
4139,13,1
4140,13,14
4141,13,1
4142,13,1
4143,13,14
4144,13,14
4145,13,14
4146,13,1
4147,13,14
4148,13,1
4149,13,1
4150,13,1
4151,13,1
4152,13,1
4153,13,1
4154,13,14
4155,13,1
4156,13,31
4157,13,1
4158,13,14
4159,13,31
4160,13,14
4161,13,14
4162,13,14
4163,13,1
4164,13,14
4165,13,1
4166,13,14
4167,13,14
4168,13,1
4169,13,14
4170,13,14
4171,13,1
4172,13,1
4173,13,14
4174,13,14
4175,13,1
4176,13,14
4177,13,14
4178,13,1
4179,13,14
4180,13,1
4181,13,14
4182,13,14
4183,13,1
4184,13,14
4185,13,14
4186,13,14
4187,13,14
4188,13,14
4189,13,14
4190,13,14
4191,13,1
4192,13,14
4193,13,14
4194,13,1
4195,13,14
4196,13,14
4197,13,14
4198,13,14
4199,13,1
4200,13,1
4201,13,1
4202,13,14
4203,13,1
4204,13,14
4205,13,1
4206,13,31
4207,13,1
4208,13,1
4209,13,1
4210,13,1
4211,13,1
4212,13,1
4213,13,14
4214,13,14
4215,13,14
4216,13,1
4217,13,14
4218,13,14
4219,13,31
4220,13,14
4221,13,14
4222,13,14
4223,13,1
4224,13,1
4225,13,14
4226,13,31
4227,13,1
4228,13,14
4229,13,1
4230,13,14
4231,13,1
4232,13,14
4233,13,14
4234,13,1
4235,13,14
4236,13,1
4237,13,1
4238,13,1
4239,13,14
4240,13,14
4241,13,1
4242,13,1
4243,13,1
4244,13,14
4245,13,14
4246,13,1
4247,13,1
4248,13,1
4249,13,12
4250,13,1
4251,13,1
4252,13,14
4253,13,1
4254,13,1
4255,13,1
4256,13,1
4257,13,1
4258,13,1
4259,13,14
4260,13,31
4261,13,14
4262,13,14
4263,13,23
4264,13,1
4265,13,14
4266,13,1
4267,13,1
4268,13,14
4269,13,1
4270,13,1
4271,13,1
4272,13,1
4273,13,1
4274,13,14
4275,13,14
4276,13,14
4277,13,14
4278,13,1
4279,13,14
4280,13,14
4281,13,1
4282,13,1
4283,13,14
4284,13,14
4285,13,14
4286,13,14
4287,13,1
4288,13,14
4289,13,14
4290,13,1
4291,13,14
4292,13,14
4293,13,14
4294,13,14
4295,13,14
4296,13,1
4297,13,1
4298,13,1
4299,13,1
4300,13,14
4301,13,1
4302,13,14
4303,13,1
4304,13,1
4305,13,14
4306,13,1
4307,13,1
4308,13,1
4309,13,1
4310,13,28
4311,13,31
4312,13,1
4313,13,14
4314,13,14
4315,13,14
4316,13,14
4317,13,1
4318,13,14
4319,13,1
4320,13,14
4321,13,14
4322,13,1
4323,13,14
4324,13,14
4325,13,1
4326,13,14
4327,13,14
4328,13,14
4329,13,14
4330,13,1
4331,13,1
4332,13,1
4333,13,1
4334,13,1
4335,13,1
4336,13,1
4337,13,14
4338,13,14
4339,13,1
4340,13,1
4341,13,1
4342,13,14
4343,13,14
4344,13,14
4345,13,1
4346,13,1
4347,13,1
4348,13,14
4349,13,14
4350,13,14
4351,13,14
4352,13,14
4353,13,1
4354,13,14
4355,13,14
4356,13,31
4357,13,1
4358,13,1
4359,13,31
4360,13,14
4361,13,1
4362,13,14
4363,13,1
4364,13,14
4365,13,1
4366,13,1
4367,13,1
4368,13,14
4369,13,14
4370,13,1
4371,13,1
4372,13,14
4373,13,14
4374,13,14
4375,13,14
4376,13,1
4377,13,14
4378,13,1
4379,13,1
4380,13,1
4381,13,1
4382,13,1
4383,13,14
4384,13,14
4385,13,1
4386,13,14
4387,13,14
4388,13,1
4389,13,14
4390,13,14
4391,13,14
4392,13,1
4393,13,1
4394,13,14
4395,13,1
4396,13,1
4397,13,1
4398,13,1
4399,13,14
4400,13,1
4401,13,14
4402,13,1
4403,13,1
4404,13,1
4405,13,14
4406,13,1
4407,13,14
4408,13,1
4409,13,14
4410,13,14
4411,13,1
4412,13,14
4413,13,14
4414,13,1
4415,13,14
4416,13,14
4417,13,14
4418,13,14
4419,13,14
4420,13,14
4421,13,14
4422,13,14
4423,13,14
4424,13,1
4425,13,14
4426,13,14
4427,13,14
4428,13,1
4429,13,1
4430,13,1
4431,13,14
4432,13,14
4433,13,14
4434,13,14
4435,13,1
4436,13,14
4437,13,14
4438,13,1
4439,13,14
4440,13,14
4441,13,14
4442,13,14
4443,13,1
4444,13,1
4445,13,1
4446,13,14
4447,13,1
4448,13,14
4449,13,14
4450,13,1
4451,13,1
4452,13,14
4453,13,5
4454,13,14
4455,13,14
4456,13,1
4457,13,14
4458,13,1
4459,13,14
4460,13,1
4461,13,1
4462,13,14
4463,13,14
4464,13,14
4465,13,14
4466,13,14
4467,13,1
4468,13,14
4469,13,14
4470,13,14
4471,13,1
4472,13,1
4473,13,14
4474,13,14
4475,13,14
4476,13,1
4477,13,14
4478,13,1
4479,13,1
4480,13,14
4481,13,14
4482,13,1
4483,13,14
4484,13,14
4485,13,1
4486,13,1
4487,13,1
4488,13,14
4489,13,1
4490,13,1
4491,13,1
4492,13,14
4493,13,1
4494,13,1
4495,13,14
4496,13,1
4497,13,9
4498,13,1
4499,13,1
4500,13,14
4501,13,1
4502,13,14
4503,13,14
4504,13,12
4505,13,1
4506,13,1
4507,13,1
4508,13,1
4509,13,14
4510,13,1
4511,13,1
4512,13,4
4513,13,1
4514,13,14
4515,13,14
4516,13,14
4517,13,4
4518,13,1
4519,13,14
4520,13,1
4521,13,14
4522,13,1
4523,13,1
4524,13,1
4525,13,1
4526,13,1
4527,13,14
4528,13,1
4529,13,14
4530,13,14
4531,13,1
4532,13,1
4533,13,1
4534,13,1
4535,13,14
4536,13,14
4537,13,14
4538,13,14
4539,13,14
4540,13,1
4541,13,1
4542,13,1
4543,13,1
4544,13,14
4545,13,14
4546,13,1
4547,13,14
4548,13,1
4549,13,1
4550,13,14
4551,13,1
4552,13,1
4553,13,1
4554,13,1
4555,13,1
4556,13,14
4557,13,14
4558,13,14
4559,13,14
4560,13,14
4561,13,1
4562,13,1
4563,13,14
4564,13,1
4565,13,1
4566,13,1
4567,13,14
4568,13,1
4569,13,1
4570,13,1
4571,13,1
4572,13,4
4573,13,1
4574,13,1
4575,13,14
4576,13,1
4577,13,14
4578,13,1
4579,13,1
4580,13,1
4581,13,14
4582,13,1
4583,13,1
4584,13,14
4585,13,1
4586,13,1
4587,13,1
4588,13,14
4589,13,14
4590,13,14
4591,13,1
4592,13,1
4593,13,31
4594,13,1
4595,13,31
4596,13,14
4597,13,14
4598,13,14
4599,13,14
4600,13,1
4601,13,14
4602,13,14
4603,13,1
4604,13,1
4605,13,1
4606,13,31
4607,13,1
4608,13,14
4609,13,14
4610,13,1
4611,13,1
4612,13,1
4613,13,1
4614,13,1
4615,13,1
4616,13,14
4617,13,1
4618,13,1
4619,13,14
4620,13,14
4621,13,1
4622,13,1
4623,13,1
4624,13,1
4625,13,14
4626,13,14
4627,13,14
4628,13,14
4629,13,14
4630,13,1
4631,13,14
4632,13,14
4633,13,1
4634,13,14
4635,13,31
4636,13,1
4637,13,1
4638,13,14
4639,13,1
4640,13,14
4641,13,14
4642,13,14
4643,13,1
4644,13,14
4645,13,1
4646,13,1
4647,13,1
4648,13,1
4649,13,14
4650,13,31
4651,13,14
4652,13,1
4653,13,14
4654,13,14
4655,13,1
4656,13,14
4657,13,14
4658,13,14
4659,13,1
4660,13,14
4661,13,1
4662,13,1
4663,13,1
4664,13,1
4665,13,1
4666,13,1
4667,13,1
4668,13,1
4669,13,1
4670,13,1
4671,13,14
4672,13,14
4673,13,1
4674,13,14
4675,13,1
4676,13,14
4677,13,1
4678,13,1
4679,13,14
4680,13,1
4681,13,14
4682,13,1
4683,13,1
4684,13,14
4685,13,14
4686,13,1
4687,13,1
4688,13,31
4689,13,14
4690,13,1
4691,13,1
4692,13,14
4693,13,1
4694,13,14
4695,13,14
4696,13,1
4697,13,1
4698,13,14
4699,13,1
4700,13,9
4701,13,1
4702,13,14
4703,13,1
4704,13,1
4705,13,1
4706,13,1
4707,13,14
4708,13,1
4709,13,14
4710,13,14
4711,13,14
4712,13,14
4713,13,14
4714,13,1
4715,13,1
4716,13,14
4717,13,14
4718,13,1
4719,13,14
4720,13,1
4721,13,14
4722,13,14
4723,13,14
4724,13,1
4725,13,14
4726,13,14
4727,13,14
4728,13,1
4729,13,1
4730,13,14
4731,13,14
4732,13,1
4733,13,14
4734,13,14
4735,13,1
4736,13,14
4737,13,1
4738,13,14
4739,13,14
4740,13,1
4741,13,1
4742,13,14
4743,13,1
4744,13,14
4745,13,1
4746,13,22
4747,13,1
4748,13,1
4749,13,14
4750,13,1
4751,13,1
4752,13,14
4753,13,14
4754,13,5
4755,13,1
4756,13,14
4757,13,14
4758,13,12
4759,13,14
4760,13,1
4761,13,14
4762,13,14
4763,13,1
4764,13,1
4765,13,14
4766,13,1
4767,13,1
4768,13,14
4769,13,14
4770,13,1
4771,13,1
4772,13,14
4773,13,14
4774,13,14
4775,13,1
4776,13,14
4777,13,1
4778,13,1
4779,13,1
4780,13,4
4781,13,1
4782,13,1
4783,13,1
4784,13,1
4785,13,14
4786,13,14
4787,13,1
4788,13,14
4789,13,1
4790,13,4
4791,13,1
4792,13,1
4793,13,1
4794,13,14
4795,13,14
4796,13,14
4797,13,1
4798,13,1
4799,13,14
4800,11,28
4801,10,55
4802,10,19
4803,10,4
4804,9,5
4805,9,19
4806,9,11
4807,9,28
4808,9,24
4809,9,19
4810,9,30
4811,9,18
4812,9,19
4813,12,12
4814,12,12
4815,12,7
4816,12,34
4817,12,12
4818,12,12
4819,12,12
4820,12,34
4821,12,181
4822,11,28
4823,10,4
4824,10,4
4825,9,21
4826,9,9
4827,9,28
4828,9,29
4829,9,30
4830,9,30
4831,9,28
4832,9,18
4833,12,18
4834,11,18
4835,11,28
4836,11,8
4837,11,28
4838,11,28
4839,11,28
4840,11,28
4841,11,4
4842,10,55
4843,10,4
4844,10,55
4845,11,105
4846,11,27
4847,11,4
4848,11,4
4849,11,28
4850,11,28
4851,10,28
4852,10,4
4853,10,4
4854,9,28
4855,12,28
4856,12,181
4857,12,181
4858,12,181
4859,12,28
4860,12,28
4861,9,114
4862,9,18
4863,9,9
4864,13,14
4865,13,14
4866,13,1
4867,13,1
4868,13,14
4869,13,14
4870,13,14
4871,13,14
4872,13,1
4873,13,1
4874,13,1
4875,13,1
4876,13,14
4877,13,1
4878,13,1
4879,13,1
4880,13,1
4881,13,1
4882,13,1
4883,13,14
4884,13,14
4885,13,1
4886,13,1
4887,13,1
4888,13,1
4889,13,14
4890,13,14
4891,13,14
4892,13,14
4893,13,14
4894,13,1
4895,13,1
4896,13,1
4897,13,14
4898,13,1
4899,13,1
4900,13,1
4901,13,1
4902,13,14
4903,13,1
4904,13,1
4905,13,14
4906,13,30
4907,13,14
4908,13,1
4909,13,1
4910,13,14
4911,13,14
4912,13,1
4913,13,14
4914,13,1
4915,13,14
4916,13,14
4917,13,1
4918,13,1
4919,13,14
4920,13,14
4921,13,1
4922,13,1
4923,13,14
4924,13,1
4925,13,14
4926,13,1
4927,13,14
4928,13,1
4929,13,1
4930,13,14
4931,13,14
4932,13,14
4933,13,1
4934,13,1
4935,13,14
4936,13,1
4937,13,14
4938,13,1
4939,13,14
4940,13,1
4941,13,14
4942,13,14
4943,13,14
4944,13,1
4945,13,1
4946,13,14
4947,13,14
4948,13,14
4949,13,1
4950,13,1
4951,13,14
4952,13,14
4953,13,14
4954,13,1
4955,13,14
4956,13,14
4957,13,1
4958,13,14
4959,13,1
4960,13,1
4961,13,14
4962,13,1
4963,13,28
4964,13,14
4965,13,14
4966,13,1
4967,13,14
4968,13,1
4969,13,14
4970,13,14
4971,13,14
4972,13,1
4973,13,1
4974,13,1
4975,13,14
4976,13,31
4977,13,14
4978,13,14
4979,13,14
4980,13,14
4981,13,14
4982,13,1
4983,13,14
4984,13,31
4985,13,14
4986,13,1
4987,13,14
4988,13,14
4989,13,14
4990,13,14
4991,13,1
4992,13,1
4993,13,1
4994,13,1
4995,13,14
4996,13,14
4997,13,14
4998,13,1
4999,13,1
5000,13,1
5001,13,14
5002,13,19
5003,13,14
5004,13,1
5005,13,14
5006,13,14
5007,13,14
5008,13,1
5009,13,14
5010,13,14
5011,13,1
5012,13,1
5013,13,1
5014,13,14
5015,13,1
5016,13,14
5017,13,1
5018,13,14
5019,13,1
5020,13,1
5021,13,14
5022,13,14
5023,13,1
5024,13,1
5025,13,1
5026,13,1
5027,13,1
5028,13,14
5029,13,14
5030,13,1
5031,13,31
5032,13,14
5033,13,1
5034,13,14
5035,13,14
5036,13,1
5037,13,1
5038,13,14
5039,13,14
5040,13,1
5041,13,1
5042,13,31
5043,13,1
5044,13,14
5045,13,1
5046,13,14
5047,13,1
5048,13,1
5049,13,14
5050,13,14
5051,13,14
5052,13,1
5053,13,1
5054,13,14
5055,13,14
5056,13,14
5057,13,14
5058,13,14
5059,13,14
5060,13,1
5061,13,14
5062,13,1
5063,13,14
5064,13,14
5065,13,14
5066,13,1
5067,13,14
5068,13,14
5069,13,14
5070,13,14
5071,13,14
5072,13,1
5073,13,14
5074,13,1
5075,13,1
5076,13,1
5077,13,14
5078,13,14
5079,13,14
5080,13,1
5081,13,1
5082,13,14
5083,13,14
5084,13,1
5085,13,1
5086,13,14
5087,13,1
5088,13,14
5089,13,1
5090,13,1
5091,13,14
5092,13,14
5093,13,14
5094,13,1
5095,13,1
5096,13,1
5097,13,14
5098,13,1
5099,13,1
5100,12,9
5101,12,24
5102,12,7
5103,12,7
5104,12,24
5105,12,57
5106,12,34
5107,12,18
5108,12,4
5109,12,28
5110,12,24
5111,12,8
5112,12,21
5113,12,8
5114,12,28
5115,12,9
5116,12,28
5117,12,4
5118,12,11
5119,12,18
5120,12,1
5121,12,4
5122,12,28
5123,12,57
5124,12,57
5125,12,28
5126,12,28
5127,12,12
5128,12,7
5129,12,57
5130,12,28
5131,12,57
5132,12,4
5133,12,28
5134,12,7
5135,12,12
5136,12,28
5137,12,24
5138,12,21
5139,12,7
5140,12,24
5141,12,24
5142,12,57
5143,12,61
5144,12,7
5145,12,18
5146,12,61
5147,12,21
5148,12,28
5149,13,14
5150,13,31
5151,13,1
5152,13,1
5153,13,14
5154,13,1
5155,13,1
5156,13,1
5157,13,1
5158,13,1
5159,13,14
5160,13,1
5161,13,14
5162,13,14
5163,13,14
5164,13,1
5165,13,14
5166,13,1
5167,13,1
5168,13,14
5169,13,14
5170,13,14
5171,13,1
5172,13,1
5173,13,14
5174,13,14
5175,13,1
5176,13,1
5177,13,1
5178,13,1
5179,13,1
5180,13,14
5181,13,14
5182,13,1
5183,13,1
5184,13,14
5185,13,14
5186,13,1
5187,13,1
5188,13,1
5189,13,14
5190,13,9
5191,13,14
5192,13,1
5193,13,14
5194,13,14
5195,13,1
5196,13,1
5197,13,14
5198,13,4
5199,13,1
5200,12,28
5201,12,8
5202,12,7
5203,12,8
5204,12,4
5205,12,28
5206,12,12
5207,12,18
5208,12,4
5209,12,24
5210,12,28
5211,12,181
5212,12,9
5213,12,57
5214,12,28
5215,12,28
5216,12,70
5217,12,57
5218,12,4
5219,12,7
5220,12,78
5221,12,8
5222,12,29
5223,12,9
5224,12,181
5225,12,7
5226,12,7
5227,12,8
5228,12,9
5229,12,4
5230,12,4
5231,12,33
5232,12,18
5233,12,57
5234,12,28
5235,12,57
5236,12,8
5237,12,18
5238,12,28
5239,12,4
5240,12,21
5241,12,4
5242,12,57
5243,12,8
5244,12,28
5245,12,4
5246,12,27
5247,12,16
5248,12,7
5249,12,4
5250,12,12
5251,12,7
5252,12,8
5253,12,19
5254,12,7
5255,12,28
5256,12,21
5257,12,22
5258,12,8
5259,12,18
5260,12,24
5261,12,18
5262,12,4
5263,12,12
5264,12,12
5265,12,18
5266,12,57
5267,12,29
5268,12,12
5269,12,28
5270,12,28
5271,12,4
5272,12,4
5273,12,4
5274,12,7
5275,12,9
5276,12,57
5277,12,57
5278,12,57
5279,12,28
5280,12,18
5281,12,19
5282,12,28
5283,12,57
5284,12,28
5285,12,28
5286,12,9
5287,12,18
5288,12,53
5289,12,7
5290,12,24
5291,12,8
5292,12,4
5293,12,7
5294,12,57
5295,12,28
5296,12,18
5297,12,18
5298,12,12
5299,12,21
5300,12,4
5301,12,7
5302,12,61
5303,12,28
5304,12,4
5305,12,21
5306,12,16
5307,12,28
5308,12,18
5309,12,9
5310,12,12
5311,12,9
5312,12,12
5313,12,28
5314,12,4
5315,12,24
5316,12,12
5317,12,28
5318,12,7
5319,12,24
5320,12,57
5321,12,7
5322,12,4
5323,11,4
5324,9,28
5325,12,34
5326,12,4
5327,11,4
5328,11,4
5329,11,4
5330,11,4
5331,11,4
5332,10,55
5333,10,4
5334,10,4
5335,10,4
5336,10,4
5337,12,18
5338,12,181
5339,12,4
5340,12,4
5341,10,4
5342,11,4
5343,11,4
5344,11,4
5345,11,4
5346,11,4
5347,11,8
5348,11,4
5349,11,4
5350,10,4
5351,10,4
5352,9,18
5353,9,28
5354,9,19
5355,9,19
5356,9,16
5357,12,28
5358,12,21
5359,12,12
5360,11,4
5361,11,4
5362,11,4
5363,10,4
5364,10,4
5365,11,4
5366,11,36
5367,10,12
5368,10,55
5369,10,4
5370,9,9
5371,9,14
5372,9,72
5373,9,14
5374,9,14
5375,9,14
5376,9,72
5377,9,72
5378,9,72
5379,9,14
5380,9,14
5381,9,24
5382,9,19
5383,9,18
5384,9,18
5385,9,14
5386,9,28
5387,9,28
5388,9,19
5389,9,29
5390,9,19
5391,9,28
5392,9,27
5393,9,30
5394,9,27
5395,9,9
5396,9,5
5397,9,27
5398,9,27
5399,9,8
5400,9,28
5401,9,28
5402,9,28
5403,9,28
5404,9,28
5405,11,14
5406,10,14
5407,9,14
5408,11,4
5409,11,4
5410,11,4
5411,11,4
5412,11,4
5413,11,4
5414,11,4
5415,11,4
5416,11,4
5417,11,4
5418,11,4
5419,11,4
5420,11,4
5421,10,4
5422,10,4
5423,10,4
5424,10,4
5425,10,4
5426,9,28
5427,9,28
5428,12,53
5429,12,28
5430,12,28
5431,10,8
5432,9,31
5433,9,31
5434,9,31
5435,9,9
5436,9,9
5437,9,31
5438,9,24
5439,9,31
5440,9,27
5441,9,31
5442,9,31
5443,9,9
5444,9,9
5445,9,28
5446,9,28
5447,9,28
5448,9,28
5449,9,30
5450,9,9
5451,9,28
5452,9,19
5453,9,9
5454,9,9
5455,9,9
5456,9,18
5457,9,9
5458,9,9
5459,9,9
5460,9,9
5461,9,9
5462,9,9
5463,9,9
5464,9,9
5465,9,5
5466,9,9
5467,9,9
5468,9,9
5469,9,9
5470,9,9
5471,9,9
5472,9,9
5473,9,9
5474,9,9
5475,9,9
5476,9,9
5477,9,9
5478,9,9
5479,9,9
5480,9,9
5481,9,9
5482,9,9
5483,9,9
5484,9,9
5485,9,31
5486,9,31
5487,9,31
5488,9,31
5489,9,31
5490,11,8
5491,11,12
5492,11,8
5493,9,27
5494,9,8
5495,9,9
5496,9,24
5497,9,24
5498,9,30
5499,9,28
5500,10,4
5501,10,4
5502,10,4
5503,10,4
5504,10,4
5505,10,4
5506,10,4
5507,10,4
5508,10,4
5509,10,4
5510,10,4
5511,10,4
5512,10,4
5513,10,4
5514,10,4
5515,10,4
5516,9,4
5517,9,4
5518,9,4
5519,9,4
5520,9,4
5521,9,4
5522,9,4
5523,9,4
5524,9,4
5525,9,4
5526,9,4
5527,9,4
5528,9,4
5529,9,4
5530,9,4
5531,9,4
5532,9,4
5533,9,4
5534,9,4
5535,9,4
5536,9,4
5537,9,4
5538,9,4
5539,9,4
5540,9,4
5541,9,4
5542,9,4
5543,9,4
5544,9,4
5545,9,4
5546,9,4
5547,9,4
5548,9,4
5549,9,4
5550,9,4
5551,9,4
5552,9,4
5553,9,4
5554,9,4
5555,9,4
5556,9,4
5557,9,4
5558,9,4
5559,9,4
5560,9,4
5561,9,4
5562,9,4
5563,9,4
5564,9,4
5565,9,4
5566,9,4
5567,9,4
5568,9,4
5569,9,4
5570,9,4
5571,9,4
5572,9,4
5573,9,4
5574,9,4
5575,9,4
5576,9,4
5577,9,4
5578,9,4
5579,9,4
5580,9,4
5581,9,4
5582,9,4
5583,9,4
5584,9,4
5585,9,4
5586,9,4
5587,9,4
5588,9,4
5589,9,4
5590,9,4
5591,9,4
5592,9,4
5593,9,4
5594,9,4
5595,9,4
5596,9,4
5597,9,4
5598,9,4
5599,9,4
5600,9,4
5601,9,4
5602,9,4
5603,11,18
5604,10,18
5605,10,18
5606,9,18
5607,9,18
5608,9,18
5609,11,4
5610,10,4
5611,9,4
5612,11,28
5613,11,28
5614,11,28
5615,11,28
5616,11,4
5617,11,4
5618,11,28
5619,11,4
5620,11,12
5621,11,28
5622,11,28
5623,11,4
5624,11,36
5625,11,12
5626,11,36
5627,10,4
5628,10,4
5629,10,8
5630,10,4
5631,10,4
5632,10,4
5633,10,4
5634,10,4
5635,9,28
5636,9,18
5637,9,28
5638,9,9
5639,9,31
5640,9,28
5641,9,24
5642,9,27
5643,9,19
5644,9,9
5645,9,19
5646,9,28
5647,9,28
5648,9,5
5649,9,5
5650,9,27
5651,9,19
5652,9,5
5653,9,28
5654,9,28
5655,9,30
5656,9,21
5657,9,31
5658,9,28
5659,9,28
5660,9,28
5661,9,28
5662,9,28
5663,12,28
5664,12,57
5665,12,24
5666,12,57
5667,12,57
5668,12,4
5669,12,36
5670,12,18
5671,12,28
5672,12,24
5673,12,24
5674,12,8
5675,12,18
5676,12,29
5677,12,4
5678,12,1
5679,12,18
5680,12,8
5681,12,8
5682,12,8
5683,12,57
5684,12,10
5685,12,28
5686,12,7
5687,12,57
5688,12,57
5689,12,21
5690,12,28
5691,12,24
5692,12,28
5693,12,4
5694,12,8
5695,12,18
5696,12,18
5697,12,9
5698,12,12
5699,12,7
5700,10,4
5701,10,4
5702,10,4
5703,12,57
5704,12,7
5705,12,28
5706,12,7
5707,12,28
5708,12,7
5709,12,8
5710,12,8
5711,12,19
5712,12,61
5713,12,8
5714,12,16
5715,12,57
5716,12,18
5717,12,70
5718,12,24
5719,12,24
5720,12,21
5721,12,28
5722,12,18
5723,12,8
5724,12,9
5725,12,7
5726,12,4
5727,12,61
5728,12,19
5729,12,57
5730,12,18
5731,12,4
5732,12,22
5733,12,22
5734,12,24
5735,12,57
5736,12,21
5737,12,8
5738,12,18
5739,12,21
5740,12,21
5741,12,8
5742,12,21
5743,12,28
5744,12,7
5745,12,57
5746,12,19
5747,12,9
5748,12,16
5749,12,8
5750,12,12
5751,12,28
5752,12,8
5753,12,4
5754,12,7
5755,12,24
5756,12,28
5757,12,9
5758,12,29
5759,12,23
5760,12,7
5761,12,28
5762,12,12
5763,12,28
5764,12,8
5765,12,21
5766,12,57
5767,12,4
5768,12,4
5769,12,4
5770,12,56
5771,12,28
5772,12,7
5773,12,7
5774,12,29
5775,12,29
5776,12,28
5777,12,8
5778,12,4
5779,12,16
5780,12,7
5781,12,28
5782,12,7
5783,12,14
5784,12,20
5785,12,29
5786,12,28
5787,12,8
5788,12,8
5789,12,28
5790,12,28
5791,12,21
5792,12,12
5793,12,16
5794,12,28
5795,12,7
5796,12,7
5797,12,57
5798,12,7
5799,12,30
5800,10,4
5801,10,4
5802,10,4
5803,10,4
5804,10,4
5805,10,4
5806,9,4
5807,9,4
5808,9,4
5809,9,4
5810,9,4
5811,9,24
5812,9,24
5813,9,24
5814,9,24
5815,9,24
5816,9,24
5817,9,24
5818,9,24
5819,9,24
5820,11,9
5821,9,9
5822,9,9
5823,9,9
5824,9,9
5825,9,9
5826,9,9
5827,9,9
5828,9,9
5829,9,9
5830,9,9
5831,9,9
5832,9,9
5833,9,9
5834,9,9
5835,9,9
5836,9,9
5837,9,9
5838,9,9
5839,9,9
5840,9,9
5841,9,9
5842,9,9
5843,9,9
5844,9,9
5845,11,25
5846,11,25
5847,11,25
5848,11,19
5849,11,19
5850,11,19
5851,10,19
5852,10,19
5853,10,19
5854,9,19
5855,9,19
5856,9,19
5857,9,19
5858,9,19
5859,11,7
5860,10,7
5861,9,7
5862,10,12
5863,9,12
5864,9,12
5865,10,57
5866,10,57
5867,9,57
5868,9,57
5869,9,57
5870,9,57
5871,9,57
5872,9,57
5873,9,57
5874,9,57
5875,9,57
5876,9,57
5877,9,57
5878,9,57
5879,9,57
5880,9,57
5881,9,57
5882,9,57
5883,9,57
5884,9,57
5885,9,57
5886,9,57
5887,9,57
5888,9,57
5889,9,57
5890,9,57
5891,9,57
5892,9,27
5893,9,27
5894,9,27
5895,9,5
5896,9,5
5897,9,5
5898,9,5
5899,11,21
5900,11,21
5901,10,21
5902,9,21
5903,9,21
5904,9,21
5905,9,30
5906,9,30
5907,9,30
5908,9,30
5909,9,16
5910,9,16
5911,9,16
5912,9,16
5913,9,16
5914,11,29
5915,11,29
5916,11,29
5917,10,29
5918,10,29
5919,10,29
5920,9,29
5921,11,22
5922,10,22
5923,9,22
5924,9,1
5925,9,1
5926,9,1
5927,9,1
5928,11,71
5929,11,71
5930,11,11
5931,9,11
5932,9,11
5933,9,11
5934,9,11
5935,9,11
5936,9,11
5937,9,11
5938,9,11
5939,9,34
5940,9,58
5941,9,58
5942,9,58
5943,9,58
5944,9,10
5945,9,10
5946,11,8
5947,11,8
5948,11,8
5949,11,8
5950,11,8
5951,11,8
5952,10,8
5953,10,8
5954,10,8
5955,10,8
5956,10,8
5957,10,8
5958,10,8
5959,10,8
5960,9,8
5961,9,8
5962,9,8
5963,9,8
5964,9,8
5965,9,8
5966,9,8
5967,9,8
5968,9,8
5969,9,8
5970,9,8
5971,9,8
5972,9,8
5973,9,8
5974,9,8
5975,9,8
5976,9,8
5977,9,8
5978,9,8
5979,9,8
5980,9,8
5981,9,8
5982,9,8
5983,9,8
5984,9,8
5985,9,8
5986,9,8
5987,9,8
5988,9,8
5989,9,8
5990,9,31
5991,9,31
5992,9,31
5993,9,31
5994,9,31
5995,9,31
5996,9,31
5997,9,31
5998,9,31
5999,9,31
6000,11,28
6001,11,28
6002,11,28
6003,11,28
6004,11,28
6005,11,28
6006,11,28
6007,11,28
6008,11,28
6009,11,28
6010,11,28
6011,11,28
6012,11,28
6013,11,28
6014,11,28
6015,11,28
6016,11,28
6017,11,28
6018,11,28
6019,11,28
6020,11,28
6021,11,28
6022,11,28
6023,11,28
6024,10,28
6025,10,28
6026,10,28
6027,10,28
6028,10,28
6029,10,28
6030,10,28
6031,10,28
6032,10,28
6033,10,28
6034,10,28
6035,10,28
6036,10,28
6037,10,28
6038,10,28
6039,10,28
6040,9,28
6041,9,28
6042,9,28
6043,9,28
6044,9,28
6045,9,28
6046,9,28
6047,9,31
6048,9,31
6049,9,31
6050,9,31
6051,9,31
6052,9,31
6053,9,31
6054,9,31
6055,9,31
6056,9,31
6057,9,31
6058,9,31
6059,9,31
6060,9,31
6061,9,31
6062,9,31
6063,9,31
6064,9,31
6065,9,31
6066,9,31
6067,9,31
6068,9,31
6069,11,18
6070,11,18
6071,11,18
6072,11,18
6073,11,18
6074,10,18
6075,10,18
6076,10,18
6077,9,18
6078,9,18
6079,9,18
6080,9,18
6081,9,18
6082,9,18
6083,9,18
6084,9,18
6085,9,18
6086,9,18
6087,9,18
6088,9,18
6089,9,18
6090,9,18
6091,9,18
6092,9,18
6093,9,18
6094,9,18
6095,9,18
6096,9,18
6097,11,28
6098,11,28
6099,11,28
6100,8,4
6101,8,4
6102,8,4
6103,8,4
6104,8,28
6105,8,28
6106,8,24
6107,7,12
6108,7,7
6109,7,12
6110,7,71
6111,7,12
6112,7,12
6113,7,8
6114,7,4
6115,7,4
6116,7,4
6117,7,4
6118,7,8
6119,7,4
6120,7,4
6121,7,8
6122,7,4
6123,7,8
6124,7,4
6125,7,4
6126,7,8
6127,7,4
6128,7,4
6129,7,4
6130,7,8
6131,7,4
6132,7,8
6133,7,4
